"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"特開2003-071526","特願2001-262515","2001/08/30","2003/03/11","金属筐体の加工方法及び該方法で形成された金属筐体並びに該筐体を備えた電子機器","日東造機株式会社","B21D22/20@G,B21D22/30@Z,B21D53/00@D","特開2003-071526","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-071526/94F4FD84252B0DDD5285198A198F13526C85CDC3C94AD37B8EB5B35E5E336F1A/11/ja"
"特開2003-063482","特願2001-251514","2001/08/22","2003/03/05","鋼板コンクリートハイブリッド浮体","ＪＦＥエンジニアリング株式会社","B63B35/38@A,E01D15/14,E02B3/06,302","特開2003-063482","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-063482/414346D79A4C1AF5F57CEE40DE1C90BCF1778CBDDB6BEA711E6752CC07844CBF/11/ja"
"特開2003-062672","特願2001-257318","2001/08/28","2003/03/05","溶接方法および溶接装置","佐藤　亮拿","B23K11/00,551,B23K11/24,390","特開2003-062672","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-062672/C42C7EEA550C09100BB52649C2B77D8AC671C6FD45277F13574AE2A0F4322F53/11/ja"
"特開2003-062670","特願2001-259137","2001/08/29","2003/03/05","スタッド溶接方法及びスタッド溶接装置","株式会社タイルメント","B23K9/20@A,B23K9/20@D","特開2003-062670","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-062670/EC871E37E992254471301ED413165AF08665477746D5710713178DB63E2EE895/11/ja"
"特表2004-538155","特願2003-520517","2002/08/01","2003/02/27","短時間アーク溶接システム及びこのようなシステムを制御するシステム及び方法","ニューフレイ　リミテッド　ライアビリティ　カンパニー","B23K9/10@Z,B23K9/12,331@R,B23K9/20@D","特表2004-538155","","","拒絶2012-016908","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2004-538155/4D666716ADBD20CB8CA164E4975989C4AD84F02B016B442F6FDBC7F7D85536BD/11/ja"
"特開2003-055984","特願2001-241845","2001/08/09","2003/02/26","柱脚連結構造","旭化成建材株式会社","E02D27/00@D,E02D27/12@Z,E04B1/24@R","特開2003-055984","","特許4693299","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-055984/3E3AE37921F195CCBBFAD562DAB50F636AF1045EDCD5184DA09513A17FD5976E/11/ja"
"特開2003-055963","特願2001-240297","2001/08/08","2003/02/26","杭頭構造及び杭頭金具","旭化成建材株式会社,岡部株式会社","E02D5/30@Z,E02D5/34@A,E02D5/58@A,E02D27/12@Z","特開2003-055963","","特許4578029","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-055963/18A398C8ED76A02D2D59ED113952EFE1FAFCBF49402867996915E30FE71B485B/11/ja"
"特開2003-053549","特願2001-239547","2001/08/07","2003/02/26","スタッド溶接方法","株式会社日立製作所","B23K11/00,530","特開2003-053549","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-053549/A9945B7CEEBE2AC209D0AFEC11F2580E5F47915FEF7F4B83C518A63F9CE8C2FA/11/ja"
"特開2003-053454","特願2001-239469","2001/08/07","2003/02/26","回転容器の製造方法および回転容器","佐藤　亮拿","B21D51/18@A,B21D51/18@B,B21D51/18@Z,B21D53/26@Z,B23K11/00","特開2003-053454","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-053454/6E49B0F508717744896EF33CA25541DAE6BE02BBF644C96155384D552BD7EAA2/11/ja"
"特表2004-537421","特願2003-518766","2002/08/01","2003/02/20","短時間アーク溶接システム及び短時間アーク溶接方法","ニューフレイ　リミテッド　ライアビリティ　カンパニー","B23K9/12,331@K,B23K9/20@D","特表2004-537421","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2004-537421/F761BABF308EBE8721496A2AE01355ADE7C110722123F4BC770B7E3E3998A8BD/11/ja"
"特表2004-535936","特願2003-516733","2002/07/22","2003/02/13","短時間アーク溶接及び短時間アーク溶接システムの方法","ニューフレイ　リミテッド　ライアビリティ　カンパニー","B23K9/095,515@Z,B23K9/20@A","特表2004-535936","","特許4851686","拒絶2011-014980","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2004-535936/D218DDB5E2229733E157EA876646A0FA3786B58E9ABB0E1BE5815813A6C8E246/11/ja"
"特表2004-535935","特願2003-516732","2002/07/22","2003/02/13","短時間アーク溶接及び短時間アーク溶接システムの方法","ニューフレイ　リミテッド　ライアビリティ　カンパニー","B23K9/20@A,B23K9/20@D","特表2004-535935","","","拒絶2012-002583","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2004-535935/CAA3531C0AB66CF1D17CF895BC45DA7FCD557FAFE24811D4BE8098B14B3D7236/11/ja"
"特開2003-039171","特願2001-224589","2001/07/25","2003/02/12","スタッド溶接ガン","中立メカトロシステム株式会社","B23K9/20@D","特開2003-039171","","特許4799773","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-039171/B3A374F5E5D49B6F25200A27F580E6168BDF0AD846C8BF42F122B1D6CF2195EF/11/ja"
"特開2003-035162","特願2002-102419","2002/04/04","2003/02/07","金属性の材料と非金属性の材料との間の複合構造部を製作するための方法","アルストム　テクノロジー　リミテッド","B23K11/00,530,F01D5/28,F02C7/00@C,F02C7/00@D,F16B5/08@C","特開2003-035162","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-035162/36849C4A50FF3474BE3E0F8370EE2F694BF221692336B4EEEB3379415A61C034/11/ja"
"特開2003-019563","特願2001-203570","2001/07/04","2003/01/21","アルミニウム系スタッドの溶接方法及び装置","ポップリベット・ファスナー株式会社","B23K9/20@A,B23K9/20@D,B23K9/23@F","特開2003-019563","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-019563/1A292AC492A67019BEDCC41DF585EAFE8CB6F7D1E9C41192D99DC68F3039C85C/11/ja"
"特開2003-001432","特願2001-190930","2001/06/25","2003/01/08","電圧上昇式溶接方法および溶接装置","佐藤　亮拿","B23K11/24,340,B23K11/24,390,B23K11/24","特開2003-001432","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2003-001432/F6E7B217DCF57B34E195EA7A5A0F9B34E83B2CA8861A4B2D4EB76B6CBA7F63E0/11/ja"
"特開2002-371570","特願2001-181607","2001/06/15","2002/12/26","地下構造物の構築方法","大成建設株式会社","E02D29/00@Z,E02D29/04@Z,E02D29/00,E02D29/05@Z","特開2002-371570","","特許4511080","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-371570/961D53EE5B8A9385FC564C03D53903BF078AAE993988894361955C26E6D9DB2A/11/ja"
"特開2002-361427","特願2001-167722","2001/06/04","2002/12/18","大口径頭付きスタッド","平城　弘一,日本スタッドウェルディング株式会社","B23K9/20@B,E04B1/48@A","特開2002-361427","","特許3490409","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-361427/F79D623F679894705AA5CA9C39C58D766190A3E6B435D51399482AB3FAB153E7/11/ja"
"特開2002-357378","特願2001-167925","2001/06/04","2002/12/13","オーガ式製氷機","ホシザキ電機株式会社","F25C1/14,301@G,F25C1/147@G","特開2002-357378","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-357378/221AF3DD3C02BF80D76211F3985276308A43B0125A341612232F834BBBC9449A/11/ja"
"特開2002-346747","特願2001-157752","2001/05/25","2002/12/04","スタッド溶接装置","松尾エンジニヤリング株式会社","B23K9/20@D,E01D19/12,E01D22/00@A,E01D101:24,E04G21/12,105@E","特開2002-346747","","特許4788063","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-346747/6C7F25F310ACD333E7A9BD148A93C39EDBED9E30DD4E66BED3B9740D854E4416/11/ja"
"特表2005-518281","特願2002-589194","2002/05/15","2002/11/21","スタッド溶接工程における溶接作業のモニタリング方法及び、その方法を実行するための装置","ネルソン　ボルツェンシュヴァイス－テヒニーク　ゲーエムベーハー　ウント　コンパニー　カーゲー","B23K9/20@A,B23K9/20@D","特表2005-518281","","特許4780901","拒絶2009-021625","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2005-518281/9A502C8B08100282FED22DEF85CE7C4C48FAB01FAC49D79435FEB263301EC426/11/ja"
"特開2002-322652","特願2001-132268","2001/04/27","2002/11/08","杭頭部と上部躯体との接合工法とその接合部構造","戸田建設株式会社","E02D5/34@Z,E02D27/00@D,E02D27/12@Z,E04B1/16@D,E04B1/24@R,E04B1/30@K,E04B1/58,503@H,E04B1/58,508@A,E04B1/58,508@F","特開2002-322652","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-322652/D24F83A2C277BA5EABD147D4D2E19A516E7299EF49DC6A73002F580C645F2EDB/11/ja"
"特開2002-317454","特願2002-036458","2002/02/14","2002/10/31","杭とフーチングの接合構造","株式会社ジオトップ","E02D27/12@Z,E02D27/34@A","特開2002-317454","","特許3886390","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-317454/BC2B1785EFDEC17FE71996735C48E81136A84273BE61055F1E708AAAA4EC72F7/11/ja"
"特表2004-520940","特願2002-581146","2002/04/11","2002/10/24","位置決め及び／又は組立の補助具、及び対応するプロセス","ニューフレイ　リミテッド　ライアビリティ　カンパニー","B21J15/44","特表2004-520940","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2004-520940/EFD5D2AAC913F5F711970CE996F2A846AFDAB46A55941C389C5115584072E7C5/11/ja"
"特開2002-309706","特願2001-120048","2001/04/18","2002/10/23","合成桁等のスタッド","石川島建材工業株式会社","B23K9/20@B,E01D2/00,E01D19/12,E04B5/32@D","特開2002-309706","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-309706/741738E942DB5FBCDA1D3C8CB326004033196FF9941ED00A0DFA37C10CB4BC11/11/ja"
"特開2002-307190","特願2001-153191","2001/04/14","2002/10/22","部品溶接装置","青山　好高","B23K37/04@G,B23P19/04@B","特開2002-307190","","特許3906404","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-307190/543822F27A2EFA7E53B4D2B5CD81DBA0556AA6E0655B82120EC517C23495281E/11/ja"
"特開2002-307168","特願2001-110717","2001/04/10","2002/10/22","アークスタッド溶接ガン","岡部株式会社","B23K9/20@D","特開2002-307168","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-307168/9D608DCCFB2C601735E760C77A31F7BD7D4293DA51D68FBE16231053688CF8FD/11/ja"
"特開2002-307167","特願2001-110716","2001/04/10","2002/10/22","アークスタッド溶接方法及びその溶接ガン","岡部株式会社","B23K9/20@A,B23K9/20@D","特開2002-307167","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-307167/2CC127CAB7C49998B1E01A1D34A23AC20B9BC651D8C53A5928A27DFA98B41925/11/ja"
"特開2002-303012","特願2001-110563","2001/04/09","2002/10/18","鋼板の接合方法","株式会社大林組","E04B2/56,621@L,E04B2/56,621@Y","特開2002-303012","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-303012/DEAEE38112200A9476F314A1B41B0E6387D80B803105DF0653DCAFE3882E715C/11/ja"
"特開2002-299860","特願2001-098626","2001/03/30","2002/10/11","基板固定装置","株式会社富士通ゼネラル","H05K7/14@G","特開2002-299860","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-299860/2DE0AFAD07BF564DF1E4549A2A9BC6979EE37052BE84209878F567E8925247D4/11/ja"
"特開2002-290068","特願2001-091243","2001/03/27","2002/10/04","電子機器用アルミニウム筐体の製造方法","株式会社ＵＡＣＪ","B23K20/12@D,B23K20/12@G,B23K20/16,B23K101:12,B23K103:10,H05K5/04","特開2002-290068","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-290068/DF9D27E84DEDE5A805877C6CF2EFD2B15836ACA8F1792429C5DCAED30F08CA91/11/ja"
"特開2002-285694","特願2001-086241","2001/03/23","2002/10/03","改修壁体","三晃金属工業株式会社","E04F13/08,101@S,E04G23/02@H","特開2002-285694","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-285694/CA0E37CCF187AA6C15676220511F90C47776AA9F8BC56C3A26846328D9D28666/11/ja"
"特開2002-281639","特願2001-075894","2001/03/16","2002/09/27","ＳＣ構造体への電線管埋設工法および電気ケーブルの敷設方法並びにその単位金属板","東芝プラントシステム株式会社","E04B1/16@P,F16L5/00@Z,G21C13/00@Q,G21D1/00@M,H02G1/06,311@B,H02G1/08@A,H02G3/04,301@Z,H02G3/28@B,H02G3/04,018,H02G3/04,062,H02G3/04,081,H02G1/06,H02G1/08,H02G3/38,060,G21C13/00,759","特開2002-281639","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-281639/118AB239EEF85FE1A222853C4615064F776628DEC98A12570E9146E100C288E6/11/ja"
"特開2002-250472","特願2001-046996","2001/02/22","2002/09/06","固着具係止用ブラケット","ポップリベット・ファスナー株式会社","F16L3/00@D","特開2002-250472","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-250472/9683733C10B73161735C9A1A432EAFF665C37AFC9EDE5FA18587913494D3DE61/11/ja"
"特表2004-519817","特願2002-566799","2002/02/14","2002/08/29","接地用スタッド","ニューフレイ　リミテッド　ライアビリティ　カンパニー","B60R16/02,650@Y,H01R4/34,H01R4/64@C","特表2004-519817","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2004-519817/0FBCE3AB1C01E70C8011FF5CF043C2171310FCA528E7E412D3F3CB857B9223CE/11/ja"
"特開2002-233037","特願2001-023640","2001/01/31","2002/08/16","ケーブル敷設方法及びこの方法に使用するケーブル支持具","タイヘイ株式会社,日本ドライブイット株式会社","B23K9/20@A,H02G3/26@L,H02G3/28@D,H02G9/00@C,H02G3/22,266,H02G3/22,280,H02G3/30,050,H02G9/00,H02G3/22,H02G3/36","特開2002-233037","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-233037/B7A0431DC5E5B8FF71BC7C6F596FEBB34BDD236E498A91AF3E35C128398E65F9/11/ja"
"特開2002-212960","特願2001-013731","2001/01/22","2002/07/31","杭頭補強筋ユニット","サンロード・スチール株式会社","E02D5/28,E02D5/30@Z,E02D27/12@Z","特開2002-212960","","特許4345951","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-212960/EA3364DC759C11C9276CD9BE93CD569053AC00C6DF57163059F5AF38797CEF93/11/ja"
"特開2002-205115","特願2001-180733","2001/06/14","2002/07/23","板金用引出装置とそれに使用する引出補助具","足立　俊雄","B21D1/06@B,B60S5/00","特開2002-205115","","特許4551587","無効2011-800168","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-205115/47E217BBBF306661C05F07C1B5972C989297B971E5FA9D49E2A3352C0F98344E/11/ja"
"特表2004-518250","特願2002-556978","2002/01/10","2002/07/18","キャップ付電気接点スタッド及び電気接点の固定方法","ニューフレイ　リミテッド　ライアビリティ　カンパニー","F16B35/04@G,F16B37/14@A,H01R4/34","特表2004-518250","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2004-518250/F10690B3A5487527FC74CABA90F067BE61A985465655D696C6BF89A4EFAFBCB6/11/ja"
"特開2002-194758","特願2000-393618","2000/12/25","2002/07/10","中間杭の受替え工法","大成建設株式会社","E02D29/04@A,E02D29/04@Z,E02D29/05@A,E02D29/05@Z","特開2002-194758","","特許4464556","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-194758/72EE2C4F938C4D4318A2E48F22391FF24D5B19088938007333C4C7C559EFB6A0/11/ja"
"特開2002-192955","特願2000-394213","2000/12/26","2002/07/10","シール部材の組付け構造","スズキ株式会社","B60J5/00,501@K,B60R13/06,B60J10/18,B60J10/30,B60J10/35,B60J10/50,B60J10/86","特開2002-192955","","特許3846684","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-192955/5E2C8CA86DA17DB3FF6D0CCAB2ACFA36F63BFC7E21DE037A538E8D4C2C8C4530/11/ja"
"特開2002-182733","特願2000-385293","2000/12/19","2002/06/26","作業情報コスト見積装置及び作業情報出力装置及び作業情報コスト見積方法及び作業情報出力方法","沖電気工業株式会社","G05B19/418@Z,G06F17/60,106,G06F17/60,318@A,G06Q30/06,140@A,G06Q50/04,G06Q30/06,310,G06Q30/0601,310","特開2002-182733","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-182733/6CF788850B590CDCD0DD8099AEA997E2C7EDB25360C1BC1A4F21D7E5C83A9B35/11/ja"
"特開2002-177442","特願2000-384004","2000/12/18","2002/06/25","スロットマシン","サミー株式会社,株式会社トラスティー","A63F5/04,512@C,A63F5/04,601@A","特開2002-177442","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-177442/7124C368C54F0A24DA5865A83DEDC10414785834925FE277810D7D5A474C116C/11/ja"
"特開2002-173979","特願2000-371789","2000/12/06","2002/06/21","水量調節機能付きタンク構造柱","小川　宏二","E04B1/343@D","特開2002-173979","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-173979/5967DB27268203F2F01BE10E169B324B9D3E93547BC95F89A8B81E11C9553499/11/ja"
"特開2002-172467","特願2000-370249","2000/12/05","2002/06/18","コンデンサ放電型のスタッド溶接方法","アジア技研株式会社,有限会社九州複合材料研究所,株式会社戸畑製作所,西尾　一政","B23K9/073,550,B23K9/20@G,H02M9/00@B","特開2002-172467","","特許4642215","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-172467/9939D2E1F35DE472E292511F272081ED566CD25CFC14C44A83DB0047E8A913D9/11/ja"
"特開2002-172466","特願2000-370055","2000/12/05","2002/06/18","コンデンサ放電型のスタッド溶接方法","溝口　純一","B23K9/073,550,B23K9/20@G,H02M9/00@B","特開2002-172466","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-172466/28D0C0B390D6D6C7F4B4DB1E4274727B52236E849290B83A4AAD84B64E01EF9B/11/ja"
"特開2002-172465","特願2000-369986","2000/12/05","2002/06/18","スタッド溶接用ガン","アジア技研株式会社,有限会社九州複合材料研究所,株式会社戸畑製作所,西尾　一政","B23K9/20@D","特開2002-172465","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-172465/87B7AE590122E1F915F450FA20E34D9FFC6C06E015C242E30E9ED4046D3D757E/11/ja"
"特開2002-153979","特願2000-350066","2000/11/16","2002/05/28","摩擦攪拌接合方法","住友軽金属工業株式会社","B23K20/12@B,B23K20/12@G,B23K20/12,310,B23K20/12,344,B23K20/12,360,B23K103:10","特開2002-153979","","特許4570761","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-153979/DBDCA9D40C483EEBA27B84ED534C5BE96ACFBAB49329832428376225CFCDAE01/11/ja"
"特開2002-147427","特願2000-341033","2000/11/08","2002/05/22","スタッドおよびその製造方法","日本ドライブイット株式会社,株式会社　日本パーツ製作所","F16B5/02@T,F16B37/04@F,F16B37/04@Q,F16B37/06@A","特開2002-147427","","","拒絶2010-010424","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2002-147427/F413EFB6A520FF8DD08850D182E3D46714FAA96DC33A541B3E1510AC9B442C09/11/ja"
